structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
764	1	N/A	-282.22766187882775	C6H12N4	[M + H]+	ABUNMTSGMCLKFK	InChI=1S/C6H12N4/c1-3-5(7)6-4-10(2)9-8-6/h4-5H,3,7H2,1-2H3	null	CCC(C1=CN(N=N1)C)N	-0.5	106227782	PubChem:(106227782)	2
765	1	N/A	-282.46352854779985	C6H12N4	[M + H]+	XJEWPBQZZAZYOB	InChI=1S/C6H12N4/c1-8-4-5-3-6(7)10(2)9-5/h3,8H,4,7H2,1-2H3	null	CNCC1=NN(C(=C1)N)C	-0.699999988	83845434	PubChem:(83845434)	2
766	1	N/A	-282.5083108170239	C6H12N4	[M + H]+	RVMNMFIDIFEDCX	InChI=1S/C6H12N4/c1-5-6(4-9-10-5)8-3-2-7/h4,8H,2-3,7H2,1H3,(H,9,10)	null	CC1=C(C=NN1)NCCN	-0.300000012	117209997	PubChem:(117209997)	2
767	1	N/A	-283.0661853270952	C6H12N4	[M + H]+	ZEDYHCDUTXTWAW	InChI=1S/C6H12N4/c1-5-3-4-8-6(2,9-5)10-7/h3-4,9-10H,7H2,1-2H3	(2,6-dimethyl-1H-pyrimidin-2-yl)hydrazine	CC1=CC=NC(N1)(C)NN	-0.800000012	21615863	PubChem:(21615863)	2
768	1	N/A	-283.117451080231	C6H12N4	[M + H]+	XYSFLWOLTCASEW	InChI=1S/C6H12N4/c1-3-7-4-6-5(2)8-10-9-6/h7H,3-4H2,1-2H3,(H,8,9,10)	null	CCNCC1=NNN=C1C	-0.200000003	96637204	PubChem:(96637204)	2
769	1	N/A	-283.3482704125769	C6H12N4	[M + H]+	RWWWIWMIIQLMIL	InChI=1S/C6H12N4/c1-4-3-5(2)10(9-4)6(7)8/h5H,3H2,1-2H3,(H3,7,8)	3,5-dimethyl-3,4-dihydropyrazole-2-carboximidamide	CC1CC(=NN1C(=N)N)C	-0.5	21344674	PubChem:(21344674)	2
770	1	N/A	-283.5161905392515	C6H12N4	[M + H]+	ZPQZMPSHEPKMCU	InChI=1S/C6H12N4/c7-6-9-4-5-3-8-1-2-10(5)6/h5,8H,1-4H2,(H2,7,9)	null	C1CN2C(CN1)CN=C2N	-1.79999995	130833738	PubChem:(130833738)	2
771	1	N/A	-283.87082919319874	C6H12N4	[M + H]+	QCZMFELLRZVPPP	InChI=1S/C6H12N4/c1-10(2)4-6-5(7)3-8-9-6/h3H,4,7H2,1-2H3,(H,8,9)	null	CN(C)CC1=C(C=NN1)N	-0.600000024	117217715	PubChem:(117217715)	2
772	1	N/A	-283.88165809312665	C6H12N4	[M + H]+	GRJDGLKJWPRSBH	InChI=1S/C6H12N4/c1-4-5(7)3-10(2)6(8)9-4/h3,6H,7-8H2,1-2H3	1,4-dimethyl-2H-pyrimidine-2,5-diamine	CC1=NC(N(C=C1N)C)N	-1.10000002	23049410	PubChem:(23049410)	2
773	1	N/A	-284.3440068677636	C6H12N4	[M + H]+	GHPPAEKIQPSWIG	InChI=1S/C6H12N4/c1-2-4-6(8)5(3-7)10-9-4/h2-3,7-8H2,1H3,(H,9,10)	null	CCC1=NNC(=C1N)CN	-0.200000003	82502456	PubChem:(82502456)	2
774	1	N/A	-284.428067879206	C6H12N4	[M + H]+	HEZKVPXBAIJBAM	InChI=1S/C6H13N4/c1-5(2)10(8)3-6(7)9-4-10/h3-5H,7-8H2,1-2H3/q+1	null	CC(C)[N+]1(C=C(N=C1)N)N	-0.5	69341220	PubChem:(69341220)	2
775	1	N/A	-284.43796902632374	C6H12N4	[M + H]+	LNIXWHZGFOEORC	InChI=1S/C6H12N4/c1-4(2)6(7)5-3-8-10-9-5/h3-4,6H,7H2,1-2H3,(H,8,9,10)	null	CC(C)C(C1=NNN=C1)N	-0.100000001	80494983;134249488	PubChem:(80494983 134249488)	2
776	1	N/A	-284.58878310117575	C6H12N4	[M + H]+	QBPUTHQFABRUII	InChI=1S/C6H12N4/c1-2-9-10-3-5(7)6(8)4-10/h3-4,9H,2,7-8H2,1H3	null	CCNN1C=C(C(=C1)N)N	0.100000001	69237899	PubChem:(69237899)	2
777	1	N/A	-284.65674445522046	C6H12N4	[M + H]+	CFKONIRAKBQURL	InChI=1S/C6H12N4/c7-3-1-4-10-5-2-6(8)9-10/h2,5H,1,3-4,7H2,(H2,8,9)	null	C1=CN(N=C1N)CCCN	-0.800000012	82502458	PubChem:(82502458)	2
778	1	N/A	-284.9938043202416	C6H12N4	[M + H]+	PCRNQBSAOPPICB	InChI=1S/C6H12N4/c1-3-4-10-5(2)6(7)8-9-10/h3-4,7H2,1-2H3	null	CCCN1C(=C(N=N1)N)C	0.600000024	79542121	PubChem:(79542121)	2
779	1	N/A	-285.04073528801086	C6H12N4	[M + H]+	VVFRWDUYKQQGTI	InChI=1S/C6H12N4/c1-5-3-4-9(2)10(5)6(7)8/h3-5H,1-2H3,(H3,7,8)	null	CC1C=CN(N1C(=N)N)C	0.100000001	69328208	PubChem:(69328208)	2
780	1	N/A	-285.113245993376	C6H12N4	[M + H]+	OVKJJQQKFQAUBC	InChI=1S/C6H12N4/c1-3-5-6(7)10(4-2)9-8-5/h3-4,7H2,1-2H3	null	CCC1=C(N(N=N1)CC)N	0.5	105428156	PubChem:(105428156)	2
781	1	N/A	-285.40446568836063	C6H12N4	[M + H]+	LFEONUKWVHXALH	InChI=1S/C6H12N4/c7-2-1-5-4-9-10-6(5)3-8/h4H,1-3,7-8H2,(H,9,10)	null	C1=NNC(=C1CCN)CN	-1.60000002	69823701	PubChem:(69823701)	2
782	1	N/A	-285.5616552511866	C6H12N4	[M + H]+	ZKUCJQUDMBHKGP	InChI=1S/C6H12N4/c1-4-6(2,3)10-8-5-7-9-10/h5H,4H2,1-3H3	null	CCC(C)(C)N1N=CN=N1	1.5	137392073	PubChem:(137392073)	2
783	1	N/A	-285.5843044122571	C6H12N4	[M + H]+	GWFMNZOZUJKSBY	InChI=1S/C6H12N4/c1-9(2)5-10-4-6(7)3-8-10/h3-4H,5,7H2,1-2H3	null	CN(C)CN1C=C(C=N1)N	-0.400000006	130737419	PubChem:(130737419)	2
784	1	N/A	-286.1826671715285	C6H12N4	[M + H]+	BBOQCAQNNBPAJU	InChI=1S/C6H12N4/c1-6(5-7-2)10-8-3-4-9-10/h3-4,6-7H,5H2,1-2H3	null	CC(CNC)N1N=CC=N1	0.100000001	84020671	PubChem:(84020671)	2
785	1	N/A	-286.2925508945196	C6H12N4	[M + H]+	CJJIIZVCKPDYHY	InChI=1S/C6H12N4/c7-2-1-3-8-6-4-9-10-5-6/h4-5,8H,1-3,7H2,(H,9,10)	null	C1=C(C=NN1)NCCCN	0.200000003	62503444	PubChem:(62503444)	2
786	1	N/A	-286.4307998937529	C6H12N4	[M + H]+	KKEHXUNJYYFUNI	InChI=1S/C6H12N4/c1-3-10-6(4-7)5(2)8-9-10/h3-4,7H2,1-2H3	null	CCN1C(=C(N=N1)C)CN	-0.699999988	105428159	PubChem:(105428159)	2
787	1	N/A	-286.4589275704605	C6H12N4	[M + H]+	JWSGTLPQXYMBPS	InChI=1S/C6H12N4/c1-4-9-6(8)5(7)3-10(4)2/h3-4H,7H2,1-2H3,(H2,8,9)	1,2-dimethyl-2H-pyrimidine-4,5-diamine	CC1N=C(C(=CN1C)N)N	-0.800000012	22380283	PubChem:(22380283)	2
788	1	N/A	-286.5261602531623	C6H12N4	[M + H]+	XSIZMWKWTYCGCG	InChI=1S/C6H12N4/c1-5(7-2)6-9-8-4-10(6)3/h4-5,7H,1-3H3	null	CC(C1=NN=CN1C)NC	-0.800000012	62118660;94351373	PubChem:(62118660 94351373)	2
789	1	N/A	-286.5344462055092	C6H12N4	[M + H]+	WZJNQKNXACDMTJ	InChI=1S/C6H12N4/c7-5(8)1-2-6-9-3-4-10-6/h3-5H,1-2,7-8H2,(H,9,10)	null	C1=CN=C(N1)CCC(N)N	-1.0	67354509	PubChem:(67354509)	2
790	1	N/A	-286.9599804333078	C6H12N4	[M + H]+	XEEDXEZJLVRKLE	InChI=1S/C6H12N4/c1-4-9-5(2-7)6(3-8)10-4/h2-3,7-8H2,1H3,(H,9,10)	null	CC1=NC(=C(N1)CN)CN	-1.79999995	55289219	PubChem:(55289219)	2
791	1	N/A	-286.99371819471463	C6H12N4	[M + H]+	VQGMSNOKCXNXMK	InChI=1S/C6H12N4/c1-2-5(10-7)6-8-3-4-9-6/h3-5,10H,2,7H2,1H3,(H,8,9)	null	CCC(C1=NC=CN1)NN	-0.400000006	105252168	PubChem:(105252168)	2
792	1	N/A	-287.01147263788187	C6H12N4	[M + H]+	JGBSUZJMZSIJFN	InChI=1S/C6H12N4/c1-8-4-5-3-6(7)9-10(5)2/h3,8H,4H2,1-2H3,(H2,7,9)	null	CNCC1=CC(=NN1C)N	-0.699999988	83864149	PubChem:(83864149)	2
793	1	N/A	-287.0231303324544	C6H12N4	[M + H]+	IIOPERLTAAGDMQ	InChI=1S/C6H12N4/c1-2-5(7)3-6-4-8-10-9-6/h4-5H,2-3,7H2,1H3,(H,8,9,10)	null	CCC(CC1=NNN=C1)N	-0.100000001	130305422	PubChem:(130305422)	2
794	1	N/A	-287.0569036059638	C6H12N4	[M + H]+	NJFJAMHVPAPYJK	InChI=1S/C6H12N4/c7-6(9-8)10-2-4-1-5(4)3-10/h4-5H,1-3,8H2,(H2,7,9)	null	C1C2C1CN(C2)C(=NN)N	-0.5	130834834	PubChem:(130834834)	2
795	1	N/A	-287.303409964334	C6H12N4	[M + H]+	NQLJVYRDAWARGI	InChI=1S/C6H12N4/c1-10(5-2-7)6-8-3-4-9-6/h3-4H,2,5,7H2,1H3,(H,8,9)	null	CN(CCN)C1=NC=CN1	-0.400000006	82418181	PubChem:(82418181)	2
796	1	N/A	-287.4002625835839	C6H12N4	[M + H]+	DBWBSPWGLMUTQQ	InChI=1S/C6H12N4/c1-3-6-5(4-7)8-9-10(6)2/h3-4,7H2,1-2H3	null	CCC1=C(N=NN1C)CN	-0.600000024	82207862	PubChem:(82207862)	2
797	1	N/A	-287.4002625835839	C6H12N4	[M + H]+	SGQCXBZUWMNROB	InChI=1S/C6H12N4/c1-3-5-6(4-7)10(2)9-8-5/h3-4,7H2,1-2H3	null	CCC1=C(N(N=N1)C)CN	-0.600000024	105428158	PubChem:(105428158)	2
798	1	N/A	-287.44548816393495	C6H12N4	[M + H]+	FKVMRLNYHWZXRZ	InChI=1S/C6H12N4/c1-4(2)10-3-5(7)6(8)9-10/h3-4H,7H2,1-2H3,(H2,8,9)	null	CC(C)N1C=C(C(=N1)N)N	-0.100000001	66509521	PubChem:(66509521)	2
799	1	N/A	-287.7302622797583	C6H12N4	[M + H]+	RVWIONGZWMVZPT	InChI=1S/C6H12N4/c1-4(8-2)5-3-9-6(7)10-5/h3-4,8H,1-2H3,(H3,7,9,10)	null	CC(C1=CN=C(N1)N)NC	-0.5	130502185	PubChem:(130502185)	2
800	1	N/A	-287.80111931511817	C6H12N4	[M + H]+	OTYVBJMVYVSTGH	InChI=1S/C6H12N4/c1-2-8-3-5-4-9-10-6(5)7/h4,8H,2-3H2,1H3,(H3,7,9,10)	null	CCNCC1=C(NN=C1)N	0.200000003	117216559	PubChem:(117216559)	2
801	1	N/A	-287.8945606555244	C6H12N4	[M + H]+	DLNDHBCXELLLQE	InChI=1S/C6H12N4/c1-6(9)2-4(7)3-10-5(6)8/h2-3,5H,7-9H2,1H3	null	CC1(C=C(C=NC1N)N)N	-2.29999995	67781597	PubChem:(67781597)	2
802	1	N/A	-288.0381274623444	C6H12N4	[M + H]+	KJHYTCPACOCJIP	InChI=1S/C6H12N4/c1-8-3-5-4-9-10(2)6(5)7/h4,8H,3,7H2,1-2H3	null	CNCC1=C(N(N=C1)C)N	-0.200000003	117216504	PubChem:(117216504)	2
803	1	N/A	-288.0694742077055	C6H12N4	[M + H]+	BFJBCYQJNCVXTJ	InChI=1S/C6H12N4/c1-4-5(2)10-6(9-4)3-8-7/h8H,3,7H2,1-2H3,(H,9,10)	null	CC1=C(N=C(N1)CNN)C	-0.5	53275111	PubChem:(53275111)	2
804	1	N/A	-288.13977935117407	C6H12N4	[M + H]+	MPRMCOCAOSJGFI	InChI=1S/C6H12N4/c1-5(2)4-10-6(7)3-8-9-10/h3,5H,4,7H2,1-2H3	null	CC(C)CN1C(=CN=N1)N	0.600000024	105428155	PubChem:(105428155)	2
805	1	N/A	-288.1572429965823	C6H12N4	[M + H]+	RAJKVXHYCYXCHF	InChI=1S/C6H12N4/c1-3-5-6(4-7-2)9-10-8-5/h7H,3-4H2,1-2H3,(H,8,9,10)	null	CCC1=NNN=C1CNC	-0.200000003	84762618	PubChem:(84762618)	2
806	1	N/A	-288.2394661046519	C6H12N4	[M + H]+	KSNNPCDOFYQWIC	InChI=1S/C6H12N4/c1-4-3-9-5(7)6(2,8)10-4/h3,10H,8H2,1-2H3,(H2,7,9)	null	CC1=CN=C(C(N1)(C)N)N	-1.10000002	70425803	PubChem:(70425803)	2
807	1	N/A	-288.3847749673382	C6H12N4	[M + H]+	SLLOGTSVCSDPAH	InChI=1S/C6H12N4/c1-3-10-4(2)5(7)6(8)9/h3,10H,1,7H2,2H3,(H3,8,9)	null	CC(=C(C(=N)N)N)NC=C	0.400000006	137289382	PubChem:(137289382)	2
808	1	N/A	-288.4961462348382	C6H12N4	[M + H]+	SCUZWMFFVUCIQO	InChI=1S/C6H12N4/c1-4-5(7)6(8-2)10(3)9-4/h8H,7H2,1-3H3	null	CC1=NN(C(=C1N)NC)C	0.300000012	10219477	PubChem:(10219477)	2
809	1	N/A	-288.5103035729253	C6H12N4	[M + H]+	CGPBTBUSCSHQAW	InChI=1S/C6H12N4/c1-3-5-7-9-6(4-2)10-8-5/h3-4,7-10H,1-2H3	null	CC=C1NNC(=CC)NN1	2.5	53719960	PubChem:(53719960)	2
810	1	N/A	-288.51905506390153	C6H12N4	[M + H]+	OGAWZJIHQKFRSO	InChI=1S/C6H12N4/c1-4(7)6-5(8)3-9-10(6)2/h3-4H,7-8H2,1-2H3	null	CC(C1=C(C=NN1C)N)N	-0.600000024	83384074	PubChem:(83384074)	2
811	1	N/A	-288.78636321375296	C6H12N4	[M + H]+	SWCVKBLFWNOFJM	InChI=1S/C6H12N4/c1-4(2)6-5(3-7)8-10-9-6/h4H,3,7H2,1-2H3,(H,8,9,10)	null	CC(C)C1=NNN=C1CN	-0.300000012	82502455	PubChem:(82502455)	2
812	1	N/A	-288.8905885681141	C6H12N4	[M + H]+	MDWDHDNMEODWIY	InChI=1S/C6H12N4/c1-10-3-2-5-6(4-10)8-9-7-5/h5-6H,2-4H2,1H3,(H,7,8)	null	CN1CCC2C(C1)NN=N2	0.800000012	126621067	PubChem:(126621067)	2
813	1	N/A	-288.95650474118895	C6H12N4	[M + H]+	PEFCFQIXLNRFNK	InChI=1S/C6H12N4/c1-3-10-6(5(2)7)4-8-9-10/h4-5H,3,7H2,1-2H3	null	CCN1C(=CN=N1)C(C)N	-0.699999988	126974251;130567553;130567595	PubChem:(126974251 130567553 130567595)	2
814	1	N/A	-289.0216704512596	C6H12N4	[M + H]+	ISLHTLOTHADVQP	InChI=1S/C6H12N4/c1-2-3-10-4-5(7)6(8)9-10/h4H,2-3,7H2,1H3,(H2,8,9)	null	CCCN1C=C(C(=N1)N)N	0.0	68262329	PubChem:(68262329)	2
815	1	N/A	-289.08371421469724	C6H12N4	[M + H]+	YXHBJKVQIWRYNK	InChI=1S/C6H12N4/c1-5(2)7-6-4-10(3)9-8-6/h4-5,7H,1-3H3	null	CC(C)NC1=CN(N=N1)C	0.800000012	138649086	PubChem:(138649086)	2
816	1	N/A	-289.2935467265759	C6H12N4	[M + H]+	PKZJTEUEBLGFSB	InChI=1S/C6H12N4/c1-3-5(2)4-6-7-9-10-8-6/h5H,3-4H2,1-2H3,(H,7,8,9,10)	5-(2-methylbutyl)-2H-tetrazole	CCC(C)CC1=NNN=N1	1.60000002	21750403	PubChem:(21750403)	2
817	1	N/A	-289.4185834330601	C6H12N4	[M + H]+	MJCAZMCJABNFEN	InChI=1S/C6H12N4/c1-3-5-6(7)8-9-10(5)4-2/h3-4,7H2,1-2H3	null	CCC1=C(N=NN1CC)N	0.5	79543008	PubChem:(79543008)	2
818	1	N/A	-289.4617277050622	C6H12N4	[M + H]+	GXUIZXRCFHOGHK	InChI=1S/C6H13N4/c1-4-10(2,3)9-6-5-7-8-9/h5-6H,4H2,1-3H3/q+1	null	CC[N+](C)(C)N1C=CN=N1	0.400000006	123431803	PubChem:(123431803)	2
819	1	N/A	-290.3101333787996	C6H12N4	[M + H]+	HIACOKJUDMSRTL	InChI=1S/C6H12N4/c1-2-3-4-7-6-5-8-10-9-6/h5H,2-4H2,1H3,(H2,7,8,9,10)	null	CCCCNC1=NNN=C1	1.20000005	69161420	PubChem:(69161420)	2
820	1	N/A	-290.55138574696053	C6H12N4	[M + H]+	XQLJBUZIQATNQB	InChI=1S/C6H12N4/c1-10-2-4-5(3-10)6(4)8-9-7/h4-6H,2-3H2,1H3,(H2,7,8)	null	CN1CC2C(C1)C2N=NN	0.200000003	122626409	PubChem:(122626409)	2
821	1	N/A	-290.63824106500914	C6H12N4	[M + H]+	CWMHOKIRJYXNCM	InChI=1S/C6H12N4/c1-5-3-9-10(2)6(5)4-8-7/h3,8H,4,7H2,1-2H3	null	CC1=C(N(N=C1)C)CNN	-0.699999988	130528337	PubChem:(130528337)	2
822	1	N/A	-290.8071153832787	C6H12N4	[M + H]+	BAORKUKPAPRVBV	InChI=1S/C6H12N4/c1-3-8-6-5(7)4-10(2)9-6/h4H,3,7H2,1-2H3,(H,8,9)	null	CCNC1=NN(C=C1N)C	0.200000003	90481059	PubChem:(90481059)	2
823	1	N/A	-291.1280823643431	C6H12N4	[M + H]+	MRVKVTAVBCMYKH	InChI=1S/C6H12N4/c1-4-3-5(2)10(9-4)6(7)8/h3,6H,7-8H2,1-2H3	null	CC1=CC(=NN1C(N)N)C	-0.699999988	129132019	PubChem:(129132019)	2
824	1	N/A	-291.15108280930264	C6H12N4	[M + H]+	JDYCCTBFTVRPLT	InChI=1S/C6H12N4/c1-5(7-2)6-4-10(3)9-8-6/h4-5,7H,1-3H3	null	CC(C1=CN(N=N1)C)NC	-0.5	126978159	PubChem:(126978159)	2
825	1	N/A	-291.8052565029221	C6H12N4	[M + H]+	GTZSQVYCKMOUNO	InChI=1S/C6H12N4/c1-3-4-5(7)6(8)10(2)9-4/h3,7-8H2,1-2H3	null	CCC1=NN(C(=C1N)N)C	0.0	66015784	PubChem:(66015784)	2
826	1	N/A	-291.93244772649103	C6H12N4	[M + H]+	XXEAMJHZWHXRKD	InChI=1S/C6H12N4/c1-4-2-5(10-9-4)3-6(7)8/h2,6H,3,7-8H2,1H3,(H,9,10)	null	CC1=CC(=NN1)CC(N)N	-0.613535047	68441219	PubChem:(68441219)	2
827	1	N/A	-291.9795912455395	C6H12N4	[M + H]+	NILRSIJXVYEJIK	InChI=1S/C6H12N4/c1-7-5-4-6(9-8-5)10(2)3/h4H,1-3H3,(H2,7,8,9)	null	CNC1=CC(=NN1)N(C)C	1.0	83864209	PubChem:(83864209)	2
828	1	N/A	-292.3820420425948	C6H12N4	[M + H]+	GJBAAFUDLHTPGS	InChI=1S/C6H12N4/c1-8-6-3-5(4-7)10(2)9-6/h3H,4,7H2,1-2H3,(H,8,9)	null	CNC1=NN(C(=C1)CN)C	-0.600000024	83864157	PubChem:(83864157)	2
829	1	N/A	-292.8378520551918	C6H12N4	[M + H]+	ILKTYMJYLQUFBY	InChI=1S/C6H12N4/c1-5-3-6(10(2)7)9-4-8-5/h3,8H,4,7H2,1-2H3	null	CC1=CC(=NCN1)N(C)N	-0.600000024	118486698	PubChem:(118486698)	2
830	1	N/A	-292.9847235130006	C6H12N4	[M + H]+	OOWBOJWLXUGUDT	InChI=1S/C6H12N4/c1-6(2,8)4-3-9-5(7)10-4/h3H,8H2,1-2H3,(H3,7,9,10)	null	CC(C)(C1=CN=C(N1)N)N	-0.800000012	115011376	PubChem:(115011376)	2
831	1	N/A	-293.0143640731031	C6H12N4	[M + H]+	UOAVKDVOJGJXPC	InChI=1S/C6H12N4/c1-10(2)8-5-6-3-4-7-9-6/h3-4,8H,5H2,1-2H3,(H,7,9)	null	CN(C)NCC1=CC=NN1	-0.100000001	83006027	PubChem:(83006027)	2
832	1	N/A	-293.1827075772982	C6H12N4	[M + H]+	PHHSKSXBVQPABJ	InChI=1S/C6H12N4/c1-4-2-5(10-8)6(7)9-3-4/h2-3,6,9-10H,7-8H2,1H3	null	CC1=CNC(C(=C1)NN)N	-0.200000003	138707733	PubChem:(138707733)	2
833	1	N/A	-293.36443221529225	C6H12N4	[M + H]+	WEVREUBCIIVPNA	InChI=1S/C6H12N4/c7-4-1-2-6(10-9)5(8)3-4/h1,3,6,10H,2,7-9H2	null	C1C=C(C=C(C1NN)N)N	-0.800000012	138535144	PubChem:(138535144)	2
834	1	N/A	-293.45583344775224	C6H12N4	[M + H]+	YQCWFMMRBHXSOC	InChI=1S/C6H12N4/c1-5(7)3-6-4-8-9-10(6)2/h4-5H,3,7H2,1-2H3	null	CC(CC1=CN=NN1C)N	-0.5	114691383	PubChem:(114691383)	2
835	1	N/A	-293.6563000116037	C6H12N4	[M + H]+	FMSMBPZTUCVKQF	InChI=1S/C6H12N4/c1-2-8-4-5-3-6(7)10-9-5/h3,8H,2,4H2,1H3,(H3,7,9,10)	null	CCNCC1=CC(=NN1)N	-0.400000006	117215908	PubChem:(117215908)	2
836	1	N/A	-293.74691770914967	C6H12N4	[M + H]+	TXDSROZCGMAKQS	InChI=1S/C6H12N4/c1-4-5(7)9-10(3)6(4)8-2/h8H,1-3H3,(H2,7,9)	null	CC1=C(N(N=C1N)C)NC	0.600000024	58579600	PubChem:(58579600)	2
837	1	N/A	-293.80955800989994	C6H12N4	[M + H]+	YLDFPCRZLOATQC	InChI=1S/C6H12N4/c1-5-4-6(8-7)10(3)9(5)2/h4H,7H2,1-3H3	null	CC1=CC(=NN)N(N1C)C	0.400000006	67342735	PubChem:(67342735)	2
838	1	N/A	-294.04644400128893	C6H12N4	[M + H]+	IUPRMAKWPCDFMU	InChI=1S/C6H12N4/c1-9(2)6-5(7)4-10(3)8-6/h4H,7H2,1-3H3	null	CN1C=C(C(=N1)N(C)C)N	0.0	103077804	PubChem:(103077804)	2
839	1	N/A	-294.22577878902604	C6H12N4	[M + H]+	VRHILNKBRZMTBG	InChI=1S/C6H12N4/c1-6(9-7)5-10-4-2-3-8-10/h2-4,6,9H,5,7H2,1H3	null	CC(CN1C=CC=N1)NN	-0.600000024	130893838	PubChem:(130893838)	2
840	1	N/A	-294.4335850376437	C6H12N4	[M + H]+	UUIWMXWNFYQEDS	InChI=1S/C6H12N4/c1-4-5(3-9-10-4)6(8)2-7/h3,6H,2,7-8H2,1H3,(H,9,10)	null	CC1=C(C=NN1)C(CN)N	-1.39999998	82418176	PubChem:(82418176)	2
841	1	N/A	-294.52583106824414	C6H12N4	[M + H]+	KNTUATHZJKDFSD	InChI=1S/C6H12N4/c1-6(2,3)10-4-5(7)8-9-10/h4H,7H2,1-3H3	null	CC(C)(C)N1C=C(N=N1)N	0.200000003	96536677	PubChem:(96536677)	2
842	1	N/A	-294.8848596779852	C6H12N4	[M + H]+	UPDJAGPRMIVZPX	InChI=1S/C6H12N4/c7-4-1-2-5-6(3-4)9-10-8-5/h4-6H,1-3,7H2,(H,8,9)	null	C1CC2C(CC1N)NN=N2	0.600000024	83864647	PubChem:(83864647)	2
843	1	N/A	-294.9769873007027	C6H12N4	[M + H]+	XGDZLXQRCDHAEK	InChI=1S/C6H12N4/c7-5-4-9-2-1-3-10(9)6(5)8/h1-4,7-8H2	null	C1CN2CC(=C(N2C1)N)N	-0.600000024	67099698	PubChem:(67099698)	2
844	1	N/A	-295.1668362324621	C6H12N4	[M + H]+	CFTQPHRSJACGOK	InChI=1S/C6H12N4/c1-10(2)6-4-8-9-5(6)3-7/h4H,3,7H2,1-2H3,(H,8,9)	null	CN(C)C1=C(NN=C1)CN	-0.800000012	83618756	PubChem:(83618756)	2
845	1	N/A	-295.3707434523337	C6H12N4	[M + H]+	CMIALUUDLSKHQZ	InChI=1S/C6H12N4/c1-6(2,7)5-10-8-3-4-9-10/h3-4H,5,7H2,1-2H3	null	CC(C)(CN1N=CC=N1)N	-0.100000001	55285552	PubChem:(55285552)	2
846	1	N/A	-295.61977607190994	C6H12N4	[M + H]+	OGFTYSORUZZHCY	InChI=1S/C6H12N4/c1-4(3-7)5-2-6(8)10-9-5/h2,4H,3,7H2,1H3,(H3,8,9,10)	null	CC(CN)C1=CC(=NN1)N	-0.400000006	83845429	PubChem:(83845429)	2
847	1	N/A	-295.6992689232981	C6H12N4	[M + H]+	XGXAQJCSDQWDDA	InChI=1S/C6H12N4/c1-10-8-5-3-2-4-7-6(5)9-10/h2,4-9H,3H2,1H3	null	CN1NC2CC=CNC2N1	0.400000006	130358605	PubChem:(130358605)	2
848	1	N/A	-296.2307704904405	C6H12N4	[M + H]+	BRYOQXRUPCONIZ	InChI=1S/C6H12N4/c1-8-10-5-3-2-4-9-6(5)7/h3,8,10H,2,4H2,1H3,(H2,7,9)	null	CNNC1=CCCN=C1N	0.100000001	89367710	PubChem:(89367710)	2
849	1	N/A	-296.35320059300415	C6H12N4	[M + H]+	RFXIBRGDMRRTET	InChI=1S/C6H12N4/c1-3-4-5(7)6(8)9-10(4)2/h3,7H2,1-2H3,(H2,8,9)	1H-Pyrazole-3,4-diamine, 5-ethyl-1-methyl-	CCC1=C(C(=NN1C)N)N	0.0	23298734	PubChem:(23298734)	2
850	1	N/A	-296.59110141917415	C6H12N4	[M + H]+	CGHRMBRESWWHLG	InChI=1S/C6H12N4/c1-5-6(3-8-7)4-10(2)9-5/h4,8H,3,7H2,1-2H3	null	CC1=NN(C=C1CNN)C	-0.699999988	83089200	PubChem:(83089200)	2
851	1	N/A	-296.8377253537958	C6H12N4	[M + H]+	LJYZNZYAIODEKQ	InChI=1S/C6H12N4/c1-4-5(3-7)6(8)10(2)9-4/h3,7-8H2,1-2H3	null	CC1=NN(C(=C1CN)N)C	-0.300000012	63757524	PubChem:(63757524)	2
852	1	N/A	-296.85515808754985	C6H12N4	[M + H]+	PXEAJKYSDKTUPF	InChI=1S/C6H12N4/c1-3-5(7)6-4-8-9-10(6)2/h4-5H,3,7H2,1-2H3	null	CCC(C1=CN=NN1C)N	-0.5	114687004	PubChem:(114687004)	2
853	1	N/A	-296.87984179573544	C6H12N4	[M + H]+	DAWNEUSXWHZHRZ	InChI=1S/C6H12N4/c1-4(2)10-6(8)5(7)3-9-10/h3-4H,7-8H2,1-2H3	1H-Pyrazole-4,5-diamine, 1-(1-methylethyl)-	CC(C)N1C(=C(C=N1)N)N	-0.100000001	15825513	PubChem:(15825513)	2
854	1	N/A	-297.2424672170346	C6H12N4	[M + H]+	NDADJNHEYVTQMR	InChI=1S/C6H12N4/c7-5-3-1-2-4(5)6(8)10-9/h1-3,7,9H2,(H2,8,10)	null	C1CC(=C(C1)N)C(=NN)N	-0.100000001	71694492	PubChem:(71694492)	2
855	1	N/A	-297.27638926837056	C6H12N4	[M + H]+	UBXOWZZNXYERLZ	InChI=1S/C6H12N4/c1-3-5-6(8-7)4-10(2)9-5/h4,8H,3,7H2,1-2H3	null	CCC1=NN(C=C1NN)C	0.300000012	107462607	PubChem:(107462607)	2
