structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
576	1	N/A	-145.89800547945413	C6H12O4	[M + H3N + H]+	OKSXENQUQSIQMH	InChI=1S/C6H12O4/c1-9-4-2-6(8)10-5-3-7/h7H,2-5H2,1H3	null	COCCC(=O)OCCO	-0.800000012	58470982	PubChem:(58470982)	2
577	1	N/A	-145.93458325449595	C6H12O4	[M + H3N + H]+	HIJGLLVMAXJYEL	InChI=1S/C6H12O4/c1-3-5(7)4(2)10-6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)	null	CCC(C(C)OC(=O)O)O	0.899999976	89997142	PubChem:(89997142)	2
578	1	N/A	-145.99569899243667	C6H12O4	[M + H3N + H]+	PUKVCBSRUSZFFC	InChI=1S/C6H12O4/c1-5(4-8-2)10-6(7)9-3/h5H,4H2,1-3H3	null	CC(COC)OC(=O)OC	0.800000012	86015969	PubChem:(86015969)	2
579	1	N/A	-146.10642525413638	C6H12O4	[M + H3N + H]+	KYDNMMZJQGVHQM	InChI=1S/C6H12O4/c7-9-6(10-8)4-2-1-3-5-6/h7-8H,1-5H2	1,1-dihydroperoxycyclohexane	C1CCC(CC1)(OO)OO	0.699999988	75911	NORMAN:(NS00020500);PubChem class - safety and toxic;PubChem:(75911)	67371010
580	1	N/A	-146.15162945503857	C6H12O4	[M + H3N + H]+	MBCKYSMRKLOILV	InChI=1S/C6H12O4/c1-2-6(7,8)10-4-5-3-9-5/h5,7-8H,2-4H2,1H3	1-(oxiran-2-ylmethoxy)propane-1,1-diol	CCC(O)(O)OCC1CO1	-0.600000024	21117021	PubChem:(21117021);NORMAN:(NS00059877)	262146
581	1	N/A	-146.20678828413517	C6H12O4	[M + H3N + H]+	MEUCILSHSOHRDF	InChI=1S/C6H12O4/c7-6(3-5-9-6)2-1-4-10-8/h7-8H,1-5H2	null	C1COC1(CCCOO)O	-0.400000006	88642571	PubChem:(88642571)	2
582	1	N/A	-146.23804943436022	C6H12O4	[M + H3N + H]+	SLAQEXOSVKYSFJ	InChI=1S/C6H12O4/c7-6-5-9-2-1-8-3-4-10-6/h6-7H,1-5H2	null	C1COCC(OCCO1)O	-1.0	54311251	PubChem:(54311251)	2
583	1	N/A	-146.2908967411906	C6H12O4	[M + H3N + H]+	NXVAGXNKVJYWBM	InChI=1S/C6H12O4/c1-6(3-7)2-4(8)5(9)10-6/h4-5,7-9H,2-3H2,1H3	null	CC1(CC(C(O1)O)O)CO	-1.39999998	101741089	PubChem:(101741089)	2
584	1	N/A	-146.48317420855508	C6H12O4	[M + H3N + H]+	CTPTZKWGBDYWHT	InChI=1S/C6H12O4/c1-9-4-3-5(10-2)6(7)8/h5H,3-4H2,1-2H3,(H,7,8)	null	COCCC(C(=O)O)OC	-0.100000001	88054549;129388812;129388813	PubChem:(88054549 129388812 129388813)	2
585	1	N/A	-146.6686623301023	C6H12O4	[M + H3N + H]+	GRLIMQQQMPKDMD	InChI=1S/C6H12O4/c1-3-4(5(7)8)6(9)10-2/h4,6,9H,3H2,1-2H3,(H,7,8)	null	CCC(C(O)OC)C(=O)O	0.260214448	""	YMDB Mine	34359738368
586	1	N/A	-146.80879303665677	C6H12O4	[M + H3N + H]+	YMCYYWFCBWGIGI	InChI=1S/C6H12O4/c7-9-5-3-1-2-4-6(5)10-8/h5-8H,1-4H2	1,2-dihydroperoxycyclohexane	C1CCC(C(C1)OO)OO	0.300000012	19016999	PubChem:(19016999);PubMed	66
587	1	N/A	-146.83373423553834	C6H12O4	[M + H3N + H]+	SQGUKULUEORGAZ	InChI=1S/C6H12O4/c1-6(9)2-4(8)5(3-7)10-6/h4-5,7-9H,2-3H2,1H3	null	CC1(CC(C(O1)CO)O)O	-0.800000012	57091628;57213418;56618664;69267488;69267489;89930050	PubChem:(57091628 57213418 56618664 69267488 69267489 89930050)	2
588	1	N/A	-146.8485901963357	C6H12O4	[M + H3N + H]+	UUJLOOSLGPNXJL	InChI=1S/C6H12O4/c1-2-3-4-9-10-6(8)5-7/h7H,2-5H2,1H3	butyl 2-hydroxyethaneperoxoate	CCCCOOC(=O)CO	0.800000012	21400572	PubChem:(21400572)	2
589	1	N/A	-147.02675901213263	C6H12O4	[M + H3N + H]+	UFPRMVIPNVXQPQ	InChI=1S/C6H12O4/c1-5(7)9-3-4-10-6(2)8/h3-8H,1-2H3	null	CC(O)OC=COC(C)O	0.100000001	88388592	PubChem:(88388592)	2
590	1	N/A	-147.08956752580104	C6H12O4	[M + H3N + H]+	VXWRJLZNSVMHLB	InChI=1S/C6H12O4/c1-3-4-6(2,10-9)5(7)8/h9H,3-4H2,1-2H3,(H,7,8)	null	CCCC(C)(C(=O)O)OO	0.699999988	55301957	PubChem:(55301957)	2
591	1	N/A	-147.12990656570298	C6H12O4	[M + H3N + H]+	UCKVJZUMRMPMMF	InChI=1S/C6H12O4/c1-2-3-4-5(7)10-6(8)9/h5,7H,2-4H2,1H3,(H,8,9)	null	CCCCC(O)OC(=O)O	1.5	88464366	PubChem:(88464366)	2
592	1	N/A	-147.27908946125132	C6H12O4	[M + H3N + H]+	QRTJEZQSJSURPR	InChI=1S/C6H12O4/c1-9-4-3-5(7)6(8)10-2/h5,7H,3-4H2,1-2H3	null	COCCC(C(=O)OC)O	-0.300000012	102200310	PubChem:(102200310)	2
593	1	N/A	-147.3508689191253	C6H12O4	[M + H3N + H]+	JWDGZYYVHFDPSF	InChI=1S/C6H12O4/c1-2-6(9)10-4-3-5(7)8/h2,5-9H,1,3-4H2	null	C=CC(O)OCCC(O)O	-0.699999988	123231622	PubChem:(123231622)	2
594	1	N/A	-147.36025375112808	C6H12O4	[M + H3N + H]+	OEFYPYDLUNTURE	InChI=1S/C6H12O4/c1-4(5(7)8)6(9-2)10-3/h4,6H,1-3H3,(H,7,8)	3,3-dimethoxy-2-methylpropanoate	CC(C(OC)OC)C(=O)O	0.200000003	11073567;21612816;21612817;124539901	PubChem:(11073567 21612816 21612817 124539901)	2
595	1	N/A	-147.3630665897496	C6H12O4	[M + H3N + H]+	XWESNQVWOOVAQK	InChI=1S/C6H12O4/c1-6(2,5(9)10)3-4(7)8/h5,9-10H,3H2,1-2H3,(H,7,8)	null	CC(C)(CC(=O)O)C(O)O	-0.300000012	88806220	PubChem:(88806220)	2
596	1	N/A	-147.4377117062074	C6H12O4	[M + H3N + H]+	FFRBHRBHQUWHKB	InChI=1S/C6H12O4/c1-4-10-6(2,9-3)5(7)8/h4H2,1-3H3,(H,7,8)	null	CCOC(C)(C(=O)O)OC	0.200000003	87676098	PubChem:(87676098)	2
597	1	N/A	-147.46230757092087	C6H12O4	[M + H3N + H]+	BXMKCUKYGUDGQN	InChI=1S/C6H12O4/c1-7-5(8-2)6(9-3)10-4/h1-4H3	tetramethoxyethylene	COC(=C(OC)OC)OC	0.800000012	548065	PubChem:(548065);PubMed	66
598	1	N/A	-147.54646898384158	C6H12O4	[M + H3N + H]+	QHMTZPMFLGTAEV	InChI=1S/C6H12O4/c1-5(7)3-10-6(8)4-9-2/h5,7H,3-4H2,1-2H3	null	CC(COC(=O)COC)O	-0.300000012	87135172	PubChem:(87135172)	2
599	1	N/A	-147.8730392285743	C6H12O4	[M + H3N + H]+	CEEDMBOZCMJNIU	InChI=1S/C6H12O4/c1-9-4-2-3-5-10-6(7)8/h2-5H2,1H3,(H,7,8)	4-methoxybutyl carbonate	COCCCCOC(=O)O	0.800000012	21735004;21735005	PubChem:(21735004 21735005)	2
600	1	N/A	-148.10466597726162	C6H12O4	[M + H3N + H]+	BSWTWEGHXZGUAA	InChI=1S/C6H12O4/c7-4-6(5-8)9-2-1-3-10-6/h7-8H,1-5H2	[2-(hydroxymethyl)-1,3-dioxan-2-yl]methanol	C1COC(OC1)(CO)CO	-1.29999995	19819905	PubChem:(19819905)	2
601	1	N/A	-148.1599216473822	C6H12O4	[M + H3N + H]+	BAGJCOONSQUQKT	InChI=1S/C6H12O4/c1-3-5(8)10-6(9)4(2)7/h4-5,7-8H,3H2,1-2H3	null	CCC(O)OC(=O)C(C)O	0.200000003	87530694	PubChem:(87530694)	2
602	1	N/A	-148.33476765398865	C6H12O4	[M + H3N + H]+	UPZRGDOFXFRJGP	InChI=1S/C6H12O4/c1-3-9-4-10-6(8)5(2)7/h5,7H,3-4H2,1-2H3	null	CCOCOC(=O)C(C)O	0.200000003	87466299	PubChem:(87466299)	2
603	1	N/A	-148.4533511236606	C6H12O4	[M + H3N + H]+	UCRVUASCNIIDGQ	InChI=1S/C6H12O4/c1-4-9-10-5(7)6(2,3)8/h8H,4H2,1-3H3	null	CCOOC(=O)C(C)(C)O	0.5	91111534	PubChem:(91111534)	2
604	1	N/A	-148.4704334114052	C6H12O4	[M + H3N + H]+	JEDSBSJEOMARSR	InChI=1S/C6H12O4/c1-5(7)10-4-6(8)3-9-2/h6,8H,3-4H2,1-2H3	(2-hydroxy-3-methoxypropyl) acetate	CC(=O)OCC(COC)O	-0.600000024	13434380;131106619	PubChem:(13434380 131106619)	2
605	1	N/A	-148.71951134173105	C6H12O4	[M + H3N + H]+	QZQKNGFIBWBAPQ	InChI=1S/C6H12O4/c1-3-4-9-5-10-6(7)8-2/h3-5H2,1-2H3	null	CCCOCOC(=O)OC	1.39999998	89080976	PubChem:(89080976)	2
606	1	N/A	-148.89612768955024	C6H12O4	[M + H3N + H]+	SVPZKPJKLFBJGK	InChI=1S/C6H12O4/c1-2-10-6(3-7)4-9-5-8/h5-7H,2-4H2,1H3	null	CCOC(CO)COC=O	-0.300000012	88383573	PubChem:(88383573)	2
607	1	N/A	-148.94201707172545	C6H12O4	[M + H3N + H]+	GRGVXYMYYNVSTL	InChI=1S/C6H12O4/c7-3-1-2-6(4-8)10-5-9/h5-8H,1-4H2	null	C(CC(CO)OC=O)CO	-0.5	57156116	PubChem:(57156116)	2
608	1	N/A	-149.09825517642346	C6H12O4	[M + H3N + H]+	GCRHHOMMBHBJMW	InChI=1S/C6H12O4/c1-3-9-4-10-5(2)6(7)8/h5H,3-4H2,1-2H3,(H,7,8)	null	CCOCOC(C)C(=O)O	0.400000006	86675514;90700330;104875486	PubChem:(86675514 90700330 104875486)	2
609	1	N/A	-149.28508963677587	C6H12O4	[M + H3N + H]+	DDOVOEGRQBZRBW	InChI=1S/C6H12O4/c1-3-4-9-10-6(8)5(2)7/h5,7H,3-4H2,1-2H3	null	CCCOOC(=O)C(C)O	0.800000012	91194019	PubChem:(91194019)	2
610	1	N/A	-149.61426607083956	C6H12O4	[M + H3N + H]+	CZAFOIPCABJTIH	InChI=1S/C6H12O4/c1-3-5(9-4-2)10-6(7)8/h5H,3-4H2,1-2H3,(H,7,8)	null	CCC(OCC)OC(=O)O	1.5	89710058	PubChem:(89710058)	2
611	1	N/A	-149.7819761864265	C6H12O4	[M + H3N + H]+	HVJULBGOQOKFKF	InChI=1S/C6H12O4/c1-6(9-2,10-3)4-5(7)8/h4H2,1-3H3,(H,7,8)	3,3-dimethoxybutanoic acid	CC(CC(=O)O)(OC)OC	-0.200000003	20343521	PubChem:(20343521)	2
612	1	N/A	-149.82925080105574	C6H12O4	[M + H3N + H]+	BTWIMSKOTDEDQB	InChI=1S/C6H12O4/c7-3-2-6(9)5(8)1-4-10-6/h5,7-9H,1-4H2	null	C1COC(C1O)(CCO)O	-0.899999976	66996887	PubChem:(66996887)	2
613	1	N/A	-150.04499701979864	C6H12O4	[M + H3N + H]+	WGKIUGJYAXAESL	InChI=1S/C6H12O4/c1-3-9-4-5-10-6(7)8-2/h3-5H2,1-2H3	null	CCOCCOC(=O)OC	0.699999988	85789765	PubChem:(85789765)	2
614	1	N/A	-150.6388084733279	C6H12O4	[M + H3N + H]+	BJGKUXVSMFKZLT	InChI=1S/C6H12O4/c1-4-9-5(2)10-6(7)8-3/h5H,4H2,1-3H3	null	CCOC(C)OC(=O)OC	1.29999995	87247959	PubChem:(87247959)	2
615	1	N/A	-150.71994760348724	C6H12O4	[M + H3N + H]+	WQLNJOGXRXAKPW	InChI=1S/C6H12O4/c7-3-1-2-6(9)4-10-5-8/h5-7,9H,1-4H2	null	C(CC(COC=O)O)CO	-0.5	119097463	PubChem:(119097463)	2
616	1	N/A	-150.7923805775162	C6H12O4	[M + H3N + H]+	RJIOORDCVRFKKO	InChI=1S/C6H12O4/c1-9-6(10-2)5(8)3-4-7/h4-6,8H,3H2,1-2H3	null	COC(C(CC=O)O)OC	-1.10000002	87355135;87355136	PubChem:(87355135 87355136)	2
617	1	N/A	-150.85362269182127	C6H12O4	[M + H3N + H]+	KOFTXZXGKSTWSV	InChI=1S/C6H12O4/c1-5(3-4-9-2)10-6(7)8/h5H,3-4H2,1-2H3,(H,7,8)	null	CC(CCOC)OC(=O)O	0.800000012	87247438	PubChem:(87247438)	2
618	1	N/A	-150.89964377192592	C6H12O4	[M + H3N + H]+	CRVKIJPJIYEYRP	InChI=1S/C6H12O4/c1-9-3-2-4-10-5-6(7)8/h2-5H2,1H3,(H,7,8)	2-(3-methoxypropoxy)acetic acid	COCCCOCC(=O)O	-0.100000001	15122313	PubChem:(15122313)	2
619	1	N/A	-151.01941450432082	C6H12O4	[M + H3N + H]+	DXCDCGLOFFEXKS	InChI=1S/C6H12O4/c1-6(2,9)3-4-10-5(7)8/h9H,3-4H2,1-2H3,(H,7,8)	null	CC(C)(CCOC(=O)O)O	0.5	87559698	PubChem:(87559698)	2
620	1	N/A	-151.03410789506992	C6H12O4	[M + H3N + H]+	KLJVONOCYSKYIQ	InChI=1S/C6H12O4/c7-2-5-9-3-1-4-10-6-8/h6-7H,1-5H2	null	C(COCCO)COC=O	-0.300000012	23462628	PubChem:(23462628)	2
621	1	N/A	-151.0578190793068	C6H12O4	[M + H3N + H]+	SSMTVFIYYUOCJQ	InChI=1S/C6H12O4/c1-6(2,4(7)8)5(9)10-3/h5,9H,1-3H3,(H,7,8)	null	CC(C)(C(O)OC)C(=O)O	0.24831298	""	YMDB Mine	34359738368
622	1	N/A	-151.39200198373368	C6H12O4	[M + H3N + H]+	UJEPSCABKOAZNW	InChI=1S/C6H12O4/c1-8-6-3-2-5(4-7)9-10-6/h5-7H,2-4H2,1H3	(6-methoxydioxan-3-yl)methanol	COC1CCC(OO1)CO	0.0	375966	PubChem:(375966)	2
623	1	N/A	-151.58495483070448	C6H12O4	[M + H3N + H]+	NOFQFCFVHSWQHK	InChI=1S/C6H12O4/c1-6(9)5(8)4(7)2-3-10-6/h4-5,7-9H,2-3H2,1H3	null	CC1(C(C(CCO1)O)O)O	-1.39999998	130144015;131005275;130977585	PubChem:(130144015 131005275 130977585)	2
624	1	N/A	-151.79301088618743	C6H12O4	[M + H3N + H]+	RYHBYAOHCCRTNT	InChI=1S/C6H12O4/c1-2-5-8-6(3-4-7)10-9-5/h5-7H,2-4H2,1H3	null	CCC1OC(OO1)CCO	0.600000024	9815218	PubChem:(9815218)	2
625	1	N/A	-151.8546139155499	C6H12O4	[M + H3N + H]+	XEXQJMCCYSGPTL	InChI=1S/C6H12O4/c7-5-3-1-2-4-6(8)10-9/h7,9H,1-5H2	6-hydroxyhexaneperoxoic acid	C(CCC(=O)OO)CCO	-0.100000001	15457425	PubChem:(15457425)	2
626	1	N/A	-151.93693934081668	C6H12O4	[M + H3N + H]+	WDJDKIJASSCRNS	InChI=1S/C6H12O4/c1-6(2)8-3-5(10-6)4-9-7/h5,7H,3-4H2,1-2H3	null	CC1(OCC(O1)COO)C	-0.200000003	89359800	PubChem:(89359800)	2
627	1	N/A	-152.2350839734496	C6H12O4	[M + H3N + H]+	VOTPXWASQHYOEG	InChI=1S/C6H12O4/c1-6(8,4-9-2)5(7)10-3/h8H,4H2,1-3H3	methyl 2-hydroxy-3-methoxy-2-methylpropanoate	CC(COC)(C(=O)OC)O	-0.5	54595579;87598671;94475319	PubChem:(54595579 87598671 94475319)	2
628	1	N/A	-152.34454081611062	C6H12O4	[M + H3N + H]+	CTGPIZWWBYLXDE	InChI=1S/C6H12O4/c1-5(4-8-3)9-10-6(2)7/h5H,4H2,1-3H3	null	CC(COC)OOC(=O)C	0.400000006	87576176	PubChem:(87576176)	2
629	1	N/A	-152.38120576891737	C6H12O4	[M + H3N + H]+	HKYOBQNCGXWHRL	InChI=1S/C6H12O4/c7-1-5-3-9-4-10-6(5)2-8/h5-8H,1-4H2	null	C1C(C(OCO1)CO)CO	-1.20000005	130146941;131057194	PubChem:(130146941 131057194)	2
630	1	N/A	-152.6704715951603	C6H12O4	[M + H3N + H]+	NAVIWMHFINJCGR	InChI=1S/C6H12O4/c7-5(8)3-1-2-4-6(9)10/h3,6-10H,1-2,4H2	null	C(CC=C(O)O)CC(O)O	0.0	88550563	PubChem:(88550563)	2
631	1	N/A	-152.86087835200098	C6H12O4	[M + H3N + H]+	BPISBZLMERNOMD	InChI=1S/C6H12O4/c1-2-8-6-9-4-3-5-10-7/h2,7H,1,3-6H2	null	C=COCOCCCOO	0.5	58194084	PubChem:(58194084)	2
632	1	N/A	-152.95781228695927	C6H12O4	[M + H3N + H]+	IXTJTTWABJSXRI	InChI=1S/C6H12O4/c1-8-6-10-5-4-9-3-2-7/h2H,3-6H2,1H3	null	COCOCCOCC=O	-0.600000024	89088128	PubChem:(89088128)	2
633	1	N/A	-153.06463537678658	C6H12O4	[M + H3N + H]+	BDJQXXXYKJYQRY	InChI=1S/C6H12O4/c1-6(10-8)4-2-3-5(6)9-7/h5,7-8H,2-4H2,1H3	null	CC1(CCCC1OO)OO	0.100000001	53676263	PubChem:(53676263)	2
634	1	N/A	-153.38380737881863	C6H12O4	[M + H3N + H]+	XTVMDGPYXCLMME	InChI=1S/C6H12O4/c1-3-5(4-7)10-6(8)9-2/h5,7H,3-4H2,1-2H3	null	CCC(CO)OC(=O)OC	0.800000012	54488173	PubChem:(54488173)	2
635	1	N/A	-153.51589645228287	C6H12O4	[M + H3N + H]+	IACSJMHRUFTZAF	InChI=1S/C6H12O4/c1-3-8-4-5-9-10-6(2)7/h3-5H2,1-2H3	null	CCOCCOOC(=O)C	0.400000006	88407354	PubChem:(88407354)	2
636	1	N/A	-153.52305638619796	C6H12O4	[M + H3N + H]+	DBNTUOPXKIERCL	InChI=1S/C6H12O4/c1-4(5(2,7)8)6(3,9)10/h7-10H,1H2,2-3H3	null	CC(C(=C)C(C)(O)O)(O)O	-1.20000005	88168717	PubChem:(88168717)	2
637	1	N/A	-153.9176394511008	C6H12O4	[M + H3N + H]+	BFJCCWOCCPAFSE	InChI=1S/C6H12O4/c1-2-9-4-3-5-10-6(7)8/h2-5H2,1H3,(H,7,8)	null	CCOCCCOC(=O)O	0.800000012	53819514	PubChem:(53819514)	2
638	1	N/A	-154.09425703313954	C6H12O4	[M + H3N + H]+	FRADITFTAZTRGJ	InChI=1S/C6H12O4/c1-2-3-4-5-6-7-9-10-8-6/h6H,2-5H2,1H3	null	CCCCCC1OOOO1	2.5	57029703	PubChem:(57029703)	2
639	1	N/A	-154.28096349428583	C6H12O4	[M + H3N + H]+	HKPYUQJGQQGZBF	InChI=1S/C6H12O4/c1-3-4(7)5(8)6(2,9)10-3/h3-5,7-9H,1-2H3	(3S,4R,5S)-2,5-dimethyloxolane-2,3,4-triol	CC1C(C(C(O1)(C)O)O)O	-1.29999995	16087477;21720359;68561715;69052534;69052536;129015131;130945209;130957511;131087616;129778634	PubChem:(16087477 21720359 68561715 69052534 69052536 129015131 130945209 130957511 131087616 129778634)	2
640	1	N/A	-154.40859763574196	C6H12O4	[M + H3N + H]+	NKCHFFVNWIDMEL	InChI=1S/C6H12O4/c1-9-5(3-4-7)6(8)10-2/h5,7H,3-4H2,1-2H3	null	COC(CCO)C(=O)OC	-0.300000012	57999131;76700473	PubChem:(57999131 76700473)	2
641	1	N/A	-154.4748122923118	C6H12O4	[M + H3N + H]+	MRVLSCLEXMMXMJ	InChI=1S/C6H12O4/c7-3-4-1-2-5(4)6(8,9)10/h4-5,7-10H,1-3H2	null	C1CC(C1CO)C(O)(O)O	-1.39999998	88025455	PubChem:(88025455)	2
642	1	N/A	-154.51557092096948	C6H12O4	[M + H3N + H]+	PYQPLQRWOXQJFG	InChI=1S/C6H12O4/c1-3-4(2)10-6(8)5(7)9-3/h3-8H,1-2H3	5,6-Dimethyl-1,4-dioxane-2,3-diol	CC1C(OC(C(O1)O)O)C	-0.5	21265447;89371525	PubChem:(21265447 89371525)	2
643	1	N/A	-154.59177847393676	C6H12O4	[M + H3N + H]+	IADWUBSTGSDUIW	InChI=1S/C6H12O4/c7-9-6(10-8)5-3-1-2-4-5/h5-8H,1-4H2	null	C1CCC(C1)C(OO)OO	0.899999976	135041447	PubChem:(135041447)	2
644	1	N/A	-154.66848987692038	C6H12O4	[M + H3N + H]+	RVEGDFAWDJUDPD	InChI=1S/C6H12O4/c1-2-3-5-6(4-7)9-10-8-5/h5-7H,2-4H2,1H3	null	CCCC1C(OOO1)CO	0.600000024	88493322	PubChem:(88493322)	2
645	1	N/A	-154.78303847641763	C6H12O4	[M + H3N + H]+	OMJVOXXQSHWXHK	InChI=1S/C6H12O4/c1-4(2)3-6(9,10)5(7)8/h4,9-10H,3H2,1-2H3,(H,7,8)	null	CC(C)CC(C(=O)O)(O)O	0.100000001	88030850	PubChem:(88030850)	2
646	1	N/A	-154.90074062351619	C6H12O4	[M + H3N + H]+	BBEPTFZHBAGTBX	InChI=1S/C6H12O4/c1-2-10-6(8)5-9-4-3-7/h7H,2-5H2,1H3	null	CCOC(=O)COCCO	-0.300000012	46398405	PubChem:(46398405);YMDB Mine	34359738370
647	1	N/A	-155.0483057872134	C6H12O4	[M + H3N + H]+	DEJAYTPRVWQDCY	InChI=1S/C6H12O4/c1-2-3-4-9-5-10-6(7)8/h2-5H2,1H3,(H,7,8)	null	CCCCOCOC(=O)O	1.39999998	89709814	PubChem:(89709814)	2
648	1	N/A	-155.19328083120217	C6H12O4	[M + H3N + H]+	GWVXHGVXBGHFHI	InChI=1S/C6H12O4/c1-2-8-3-5-4-9-6(7)10-5/h5-7H,2-4H2,1H3	null	CCOCC1COC(O1)O	-0.400000006	89222653	PubChem:(89222653)	2
649	1	N/A	-155.23043677778682	C6H12O4	[M + H3N + H]+	SCUSMARJUDPRRS	InChI=1S/C6H12O4/c1-2-6(8)5(7)9-3-4-10-6/h5,7-8H,2-4H2,1H3	null	CCC1(C(OCCO1)O)O	-0.600000024	130122621	PubChem:(130122621)	2
650	1	N/A	-155.30635572934332	C6H12O4	[M + H3N + H]+	QKUBSHTWRSFKCV	InChI=1S/C6H12O4/c1-8-5-6(4-7)9-2-3-10-6/h7H,2-5H2,1H3	[2-(methoxymethyl)-1,3-dioxolan-2-yl]methanol	COCC1(OCCO1)CO	-1.10000002	58846837	PubChem:(58846837)	2
651	1	N/A	-155.33257932880687	C6H12O4	[M + H3N + H]+	NZRGSBPVTZUHET	InChI=1S/C6H12O4/c1-5(9-2)4-10-6(8)3-7/h5,7H,3-4H2,1-2H3	null	CC(COC(=O)CO)OC	-0.300000012	131207291	PubChem:(131207291)	2
652	1	N/A	-155.67408985547098	C6H12O4	[M + H3N + H]+	KGUOUQPGVIEWEC	InChI=1S/C6H12O4/c1-3-5-8-6(7)10-9-4-2/h3-5H2,1-2H3	null	CCCOC(=O)OOCC	1.79999995	89406578	PubChem:(89406578)	2
653	1	N/A	-155.67552223878488	C6H12O4	[M + H3N + H]+	YDUZECHOAIWLOS	InChI=1S/C6H12O4/c1-4-9-5(7-2)6(8-3)10-4/h4-6H,1-3H3	null	CC1OC(C(O1)OC)OC	0.300000012	66843015	PubChem:(66843015)	2
654	1	N/A	-155.9478259601858	C6H12O4	[M + H3N + H]+	JHPWXEVIEKZUNW	InChI=1S/C6H12O4/c1-3-9-4-5(2)6(7)10-8/h5,8H,3-4H2,1-2H3	3-ethoxy-2-methylpropaneperoxoic acid	CCOCC(C)C(=O)OO	0.400000006	59169129	PubChem:(59169129)	2
655	1	N/A	-156.64591587566233	C6H12O4	[M + H3N + H]+	UNXLUVKXDDTAAZ	InChI=1S/C6H12O4/c1-8-4-5(9-2)6(7)10-3/h5H,4H2,1-3H3	null	COCC(C(=O)OC)OC	-0.100000001	14550198;101654558;101654559	PubChem:(14550198 101654558 101654559)	2
656	1	N/A	-156.9444215995337	C6H12O4	[M + H3N + H]+	FQUFMHJWNHNACO	InChI=1S/C6H12O4/c1-3-7-5-6(8-4-2)10-9-5/h5-6H,3-4H2,1-2H3	1,2-Dioxetane, 3,4-diethoxy-	CCOC1C(OO1)OCC	0.699999988	59986645;101613047;101613048;101613922	PubChem:(59986645 101613047 101613048 101613922)	2
657	1	N/A	-157.0307899314425	C6H12O4	[M + H3N + H]+	USFYTOXHKXGXLB	InChI=1S/C6H12O4/c1-9-4-5-10-6(8)2-3-7/h7H,2-5H2,1H3	null	COCCOC(=O)CCO	-0.800000012	101828526	PubChem:(101828526)	2
658	1	N/A	-157.13977222154946	C6H12O4	[M + H3N + H]+	ORXBJQGKWZUJPB	InChI=1S/C6H12O4/c1-2-9-5-6(8)10-4-3-7/h7H,2-5H2,1H3	null	CCOCC(=O)OCCO	-0.300000012	87445497	PubChem:(87445497)	2
659	1	N/A	-157.1525957839055	C6H12O4	[M + H3N + H]+	AIXDFFWOOLVRMV	InChI=1S/C6H12O4/c1-9-6(2-3-7)10-5-4-8/h4,6-7H,2-3,5H2,1H3	null	COC(CCO)OCC=O	-0.699999988	89365440	PubChem:(89365440)	2
660	1	N/A	-157.30980687107987	C6H12O4	[M + H3N + H]+	VOVUUGVIGTXEDP	InChI=1S/C6H12O4/c1-2-5(9-7)6-3-4-8-10-6/h5-7H,2-4H2,1H3	null	CCC(C1CCOO1)OO	0.600000024	134993228	PubChem:(134993228)	2
661	1	N/A	-157.41491148183133	C6H12O4	[M + H3N + H]+	AKVCLZUHWWIXRZ	InChI=1S/C6H12O4/c1-4-8-6(3)10-9-5(2)7/h6H,4H2,1-3H3	null	CCOC(C)OOC(=O)C	0.899999976	17872475	PubChem:(17872475)	2
662	1	N/A	-157.46815608245933	C6H12O4	[M + H3N + H]+	FSRYENDEMMDKMT	InChI=1S/C6H12O4/c1-3-4-5-8-10-9-6(2)7/h3-5H2,1-2H3	null	CCCCOOOC(=O)C	1.5	53816473	PubChem:(53816473)	2
663	1	N/A	-157.5115659351499	C6H12O4	[M + H3N + H]+	HDJFYCBNCRSUJO	InChI=1S/C6H12O4/c1-6(2,3)10-9-4-5(7)8/h4H2,1-3H3,(H,7,8)	2-tert-butylperoxyacetate	CC(C)(C)OOCC(=O)O	0.699999988	12489721;22227408	PubChem:(12489721 22227408)	2
664	1	N/A	-157.6945266098742	C6H12O4	[M + H3N + H]+	CPZKMUKQABMLPL	InChI=1S/C6H12O4/c1-6(8-2)9-4-5(3-7)10-6/h5,7H,3-4H2,1-2H3	ACMC-20mzdm	CC1(OCC(O1)CO)OC	-0.600000024	10888064	PubChem:(10888064)	2
665	1	N/A	-157.7082325364239	C6H12O4	[M + H3N + H]+	JPHDVPSODHMNPJ	InChI=1S/C6H12O4/c1-6(8)4-9-2-3-10-5-7/h7H,2-5H2,1H3	null	CC(=O)COCCOCO	-0.899999976	129055926	PubChem:(129055926)	2
666	1	N/A	-157.7442535396346	C6H12O4	[M + H3N + H]+	CDXTWVAXSXLOJH	InChI=1S/C6H12O4/c1-3-8-6(9-4-2)10-5-7/h5-6H,3-4H2,1-2H3	null	CCOC(OCC)OC=O	0.800000012	54162123	PubChem:(54162123)	2
